ccode,name,isic3rev2,isicnames,ID_elast,ID_elast_se
"KAZ","KAZAKSTAN","323","Leather products",-1.254312,1.887672
"KAZ","KAZAKSTAN","324","Footwear  except rubber or plastic",-.4893829,.7093914
"KAZ","KAZAKSTAN","331","Wood products  except furniture",-.907108,.1024367
"KAZ","KAZAKSTAN","332","Furniture  except metal",-1.001082,.007064
"KAZ","KAZAKSTAN","341","Paper and products",-1.188573,.1404523
"KAZ","KAZAKSTAN","342","Printing and publishing",-1.155249,.3188882
"KAZ","KAZAKSTAN","351","Industrial chemicals",-1.019276,.0084035
"KAZ","KAZAKSTAN","352","Other chemicals",-1.007953,.0094737
"KAZ","KAZAKSTAN","353","Petroleum refineries",-.91738,.1208918
"KAZ","KAZAKSTAN","354","Miscellaneous petroleum and coal products",-1.003801,.0114711
"KAZ","KAZAKSTAN","355","Rubber products",-1.022058,.0398018
"KAZ","KAZAKSTAN","356","Plastic products",-.9759816,.0727401
"KAZ","KAZAKSTAN","361","Pottery  china  earthenware",-.8419335,.2637664
"KAZ","KAZAKSTAN","362","Glass and products",-1.005727,.0064203
"KAZ","KAZAKSTAN","369","Other non-metallic mineral products",-.9063501,.1469309
"KAZ","KAZAKSTAN","371","Iron and steel",-1.019644,.0093139
"KAZ","KAZAKSTAN","372","Non-ferrous metals",-1.009692,.0190274
"KAZ","KAZAKSTAN","381","Fabricated metal products",-.9871128,.0338648
"KAZ","KAZAKSTAN","382","Machinery  except electrical",-1.028924,.0258848
"KAZ","KAZAKSTAN","383","Machinery  electric",-1.51678,.5994257
"KAZ","KAZAKSTAN","384","Transport equipment",-1.024446,.0057994
"KAZ","KAZAKSTAN","385","Professional and scientific equipment",-.9916932,.0088377
"KAZ","KAZAKSTAN","390","Other manufactured products",-1.12921,.1317857
"KEN","KENYA","311","Food products",-1.058586,.0328526
"KEN","KENYA","313","Beverages",-1.976057,1.197735
"KEN","KENYA","314","Tobacco",-.9903479,.3931503
"KEN","KENYA","321","Textiles",-1.498906,.4164187
"KEN","KENYA","322","Wearing apparel  except footwear",-.8428549,.6992657
"KEN","KENYA","323","Leather products",-1.089786,.7078536
"KEN","KENYA","331","Wood products  except furniture",-.5835927,.457224
"KEN","KENYA","332","Furniture  except metal",-.9954572,.0316373
"KEN","KENYA","341","Paper and products",-1.226777,.1813527
"KEN","KENYA","342","Printing and publishing",-1.153853,.3163377
"KEN","KENYA","351","Industrial chemicals",-1.031464,.0046153
"KEN","KENYA","352","Other chemicals",-1.009094,.0090996
"KEN","KENYA","353","Petroleum refineries",-.9727054,.1171868
"KEN","KENYA","354","Miscellaneous petroleum and coal products",-1.011058,.0381735
"KEN","KENYA","355","Rubber products",-1.030039,.0651273
"KEN","KENYA","356","Plastic products",-.9442598,.1507836
"KEN","KENYA","361","Pottery  china  earthenware",-.8349407,.2719881
"KEN","KENYA","362","Glass and products",-1.006841,.0097964
"KEN","KENYA","369","Other non-metallic mineral products",-.5877379,.6540089
"KEN","KENYA","371","Iron and steel",-1.012631,.0144655
"KEN","KENYA","372","Non-ferrous metals",-1.010139,.0232974
"KEN","KENYA","381","Fabricated metal products",-.9707773,.0549348
"KEN","KENYA","382","Machinery  except electrical",-.9943101,.0427714
"KEN","KENYA","383","Machinery  electric",-1.637241,.7317887
"KEN","KENYA","384","Transport equipment",-1.024089,.0074559
"KEN","KENYA","385","Professional and scientific equipment",-.9763125,.0160415
"KEN","KENYA","390","Other manufactured products",-1.130037,.135016
"KGZ","KYRGYZSTAN","311","Food products",-1.064186,.016186
"KGZ","KYRGYZSTAN","313","Beverages",-1.109079,.0592664
"KGZ","KYRGYZSTAN","314","Tobacco",-1.000031,.040759
"KGZ","KYRGYZSTAN","321","Textiles",-1.3171,.2645936
"KGZ","KYRGYZSTAN","322","Wearing apparel  except footwear",-.9203371,.3889773
"KGZ","KYRGYZSTAN","323","Leather products",-1.126919,.9620843
"KGZ","KYRGYZSTAN","324","Footwear  except rubber or plastic",-.7415976,.4168152
"KGZ","KYRGYZSTAN","331","Wood products  except furniture",-.9388211,.0718176
"KGZ","KYRGYZSTAN","332","Furniture  except metal",-1.000637,.0080616
"KGZ","KYRGYZSTAN","341","Paper and products",-1.299038,.2627895
"KGZ","KYRGYZSTAN","342","Printing and publishing",-1.150138,.3081222
"KGZ","KYRGYZSTAN","351","Industrial chemicals",-1.019966,.0087121
"KGZ","KYRGYZSTAN","352","Other chemicals",-1.005154,.0117327
"KGZ","KYRGYZSTAN","353","Petroleum refineries",-.9066503,.1405052
"KGZ","KYRGYZSTAN","354","Miscellaneous petroleum and coal products",-1.009472,.0310846
"KGZ","KYRGYZSTAN","355","Rubber products",-1.022783,.0477847
"KGZ","KYRGYZSTAN","356","Plastic products",-.9564551,.1254161
"KGZ","KYRGYZSTAN","361","Pottery  china  earthenware",-.9052666,.1625425
"KGZ","KYRGYZSTAN","362","Glass and products",-1.006143,.0112827
"KGZ","KYRGYZSTAN","369","Other non-metallic mineral products",-.8504351,.2282722
"KGZ","KYRGYZSTAN","371","Iron and steel",-1.009095,.0225243
"KGZ","KYRGYZSTAN","372","Non-ferrous metals",-1.009648,.0172734
"KGZ","KYRGYZSTAN","381","Fabricated metal products",-.9919735,.0333581
"KGZ","KYRGYZSTAN","382","Machinery  except electrical",-1.022866,.0328915
"KGZ","KYRGYZSTAN","383","Machinery  electric",-1.501096,.8745049
"KGZ","KYRGYZSTAN","384","Transport equipment",-1.01196,.0081908
"KGZ","KYRGYZSTAN","385","Professional and scientific equipment",-.9662462,.0307666
"KGZ","KYRGYZSTAN","390","Other manufactured products",-1.437921,.4559623
"KIR","KIRIBATI","311","Food products",-1.202999,.0056878
"KIR","KIRIBATI","313","Beverages",-1.10755,.0571291
"KIR","KIRIBATI","314","Tobacco",-1.028599,.0028499
"KIR","KIRIBATI","321","Textiles",-1.11244,.0761402
"KIR","KIRIBATI","322","Wearing apparel  except footwear",-.9840412,.0994734
"KIR","KIRIBATI","323","Leather products",-1.01473,.0963953
"KIR","KIRIBATI","331","Wood products  except furniture",-.9983436,.0227268
"KIR","KIRIBATI","332","Furniture  except metal",-1.002702,.0048925
"KIR","KIRIBATI","341","Paper and products",-1.118483,.0881394
"KIR","KIRIBATI","342","Printing and publishing",-1.036181,.0529626
"KIR","KIRIBATI","351","Industrial chemicals",-1.014991,.0241532
"KIR","KIRIBATI","352","Other chemicals",-1.032365,.0039549
"KIR","KIRIBATI","353","Petroleum refineries",-.9072467,.1353258
"KIR","KIRIBATI","355","Rubber products",-1.022003,.0405989
"KIR","KIRIBATI","356","Plastic products",-1.006115,.0207286
"KIR","KIRIBATI","361","Pottery  china  earthenware",-.960802,.0676383
"KIR","KIRIBATI","362","Glass and products",-1.005533,.0051824
"KIR","KIRIBATI","369","Other non-metallic mineral products",-.9647034,.0704645
"KIR","KIRIBATI","371","Iron and steel",-1.009938,.0185792
"KIR","KIRIBATI","372","Non-ferrous metals",-1.011289,.0306386
"KIR","KIRIBATI","381","Fabricated metal products",-1.037717,.0133865
"KIR","KIRIBATI","382","Machinery  except electrical",-1.034315,.0273935
"KIR","KIRIBATI","383","Machinery  electric",-1.309333,.343829
"KIR","KIRIBATI","384","Transport equipment",-1.051792,.0061694
"KIR","KIRIBATI","385","Professional and scientific equipment",-.9882478,.0130786
"KIR","KIRIBATI","390","Other manufactured products",-1.026624,.0150955
"KNA","ST KITTS","311","Food products",-1.08113,.0095554
"KNA","ST KITTS","313","Beverages",-1.061239,.0267981
"KNA","ST KITTS","314","Tobacco",-1.000551,.0248799
"KNA","ST KITTS","321","Textiles",-1.28052,.2292446
"KNA","ST KITTS","322","Wearing apparel  except footwear",-.9993769,.05606
"KNA","ST KITTS","323","Leather products",-1.03737,.2748479
"KNA","ST KITTS","324","Footwear  except rubber or plastic",-.8694505,.182131
"KNA","ST KITTS","331","Wood products  except furniture",-1.008167,.0172992
"KNA","ST KITTS","332","Furniture  except metal",-1.011429,.0016687
"KNA","ST KITTS","341","Paper and products",-1.085128,.0553954
"KNA","ST KITTS","342","Printing and publishing",-1.045578,.0786842
"KNA","ST KITTS","351","Industrial chemicals",-1.015825,.0123982
"KNA","ST KITTS","352","Other chemicals",-1.024172,.0044036
"KNA","ST KITTS","353","Petroleum refineries",-.6189254,.5602313
"KNA","ST KITTS","354","Miscellaneous petroleum and coal products",-1.00203,.003428
"KNA","ST KITTS","355","Rubber products",-1.019935,.0319455
"KNA","ST KITTS","356","Plastic products",-1.01925,.0114532
"KNA","ST KITTS","361","Pottery  china  earthenware",-.9705184,.0538399
"KNA","ST KITTS","362","Glass and products",-1.006276,.0029147
"KNA","ST KITTS","369","Other non-metallic mineral products",-.9824486,.0468072
"KNA","ST KITTS","371","Iron and steel",-1.018004,.0102455
"KNA","ST KITTS","372","Non-ferrous metals",-1.010088,.0232956
"KNA","ST KITTS","381","Fabricated metal products",-1.036179,.0081913
"KNA","ST KITTS","382","Machinery  except electrical",-1.023164,.027679
"KNA","ST KITTS","383","Machinery  electric",-1.226756,.1875442
"KNA","ST KITTS","384","Transport equipment",-1.03317,.0054986
"KNA","ST KITTS","385","Professional and scientific equipment",-.9894522,.0103207
"KNA","ST KITTS","390","Other manufactured products",-1.032449,.026506
"KOR","KOREA REP.","311","Food products",-1.095354,.0734683
"KOR","KOREA REP.","313","Beverages",-2.768596,1.033934
"KOR","KOREA REP.","314","Tobacco",-.9982615,.0709997
"KOR","KOREA REP.","321","Textiles",-1.272453,.2222209
"KOR","KOREA REP.","322","Wearing apparel  except footwear",-.9064066,.4217047
"KOR","KOREA REP.","323","Leather products",-1.014044,.0853675
"KOR","KOREA REP.","331","Wood products  except furniture",-.8384722,.1736012
"KOR","KOREA REP.","332","Furniture  except metal",-.9937749,.0404511
"KOR","KOREA REP.","341","Paper and products",-1.19915,.1486014
"KOR","KOREA REP.","342","Printing and publishing",-1.830386,1.75095
"KOR","KOREA REP.","351","Industrial chemicals",-1.024429,.005807
"KOR","KOREA REP.","352","Other chemicals",-.9951796,.0228507
"KOR","KOREA REP.","353","Petroleum refineries",-.8878238,.1656937
"KOR","KOREA REP.","354","Miscellaneous petroleum and coal products",-1.002671,.007249
"KOR","KOREA REP.","355","Rubber products",-1.112685,.2633271
"KOR","KOREA REP.","356","Plastic products",-.9043343,.2502104
"KOR","KOREA REP.","361","Pottery  china  earthenware",-.7863901,.3569736
"KOR","KOREA REP.","362","Glass and products",-1.006753,.009385
"KOR","KOREA REP.","369","Other non-metallic mineral products",-.6779971,.4895979
"KOR","KOREA REP.","371","Iron and steel",-1.011963,.0151809
"KOR","KOREA REP.","372","Non-ferrous metals",-1.016224,.0056782
"KOR","KOREA REP.","381","Fabricated metal products",-.947779,.0833017
"KOR","KOREA REP.","382","Machinery  except electrical",-1.017284,.0308398
"KOR","KOREA REP.","383","Machinery  electric",-1.294888,.3069747
"KOR","KOREA REP.","384","Transport equipment",-.9968097,.0148637
"KOR","KOREA REP.","385","Professional and scientific equipment",-1.001073,.0059726
"KOR","KOREA REP.","390","Other manufactured products",-1.061033,.0605246
"LBN","LEBANON","311","Food products",-1.056336,.020559
"LBN","LEBANON","313","Beverages",-1.460661,.2545815
"LBN","LEBANON","314","Tobacco",-1.010508,.0033874
"LBN","LEBANON","321","Textiles",-1.172614,.1351614
"LBN","LEBANON","322","Wearing apparel  except footwear",-1.000538,.0535353
"LBN","LEBANON","323","Leather products",-1.022164,.1566219
"LBN","LEBANON","324","Footwear  except rubber or plastic",-.8964983,.1454975
"LBN","LEBANON","331","Wood products  except furniture",-.9336578,.0754409
"LBN","LEBANON","332","Furniture  except metal",-1.002136,.0052618
"LBN","LEBANON","341","Paper and products",-1.112958,.0790485
"LBN","LEBANON","342","Printing and publishing",-1.119817,.2456575
"LBN","LEBANON","351","Industrial chemicals",-1.018688,.0088642
"LBN","LEBANON","352","Other chemicals",-1.022799,.0047008
"LBN","LEBANON","353","Petroleum refineries",-.8430334,.2338383
"LBN","LEBANON","354","Miscellaneous petroleum and coal products",-1.004244,.0135819
"LBN","LEBANON","355","Rubber products",-1.028143,.0573351
"LBN","LEBANON","356","Plastic products",-.9814315,.0609092
"LBN","LEBANON","361","Pottery  china  earthenware",-.9709034,.0516581
"LBN","LEBANON","362","Glass and products",-1.005652,.0039231
"LBN","LEBANON","369","Other non-metallic mineral products",-.9157073,.1535299
"LBN","LEBANON","371","Iron and steel",-1.014147,.0128671
"LBN","LEBANON","372","Non-ferrous metals",-1.029197,.0038075
"LBN","LEBANON","381","Fabricated metal products",-.9949055,.0259581
"LBN","LEBANON","382","Machinery  except electrical",-.999916,.039128
"LBN","LEBANON","383","Machinery  electric",-1.4191,.4722908
"LBN","LEBANON","384","Transport equipment",-1.036907,.0052754
"LBN","LEBANON","385","Professional and scientific equipment",-.9903331,.0098573
"LBN","LEBANON","390","Other manufactured products",-1.026999,.0169571
"LCA","ST.LUCIA","311","Food products",-1.100199,.0078549
"LCA","ST.LUCIA","313","Beverages",-1.057209,.0231464
"LCA","ST.LUCIA","314","Tobacco",-1.001663,.0154278
"LCA","ST.LUCIA","321","Textiles",-1.182432,.1440751
"LCA","ST.LUCIA","322","Wearing apparel  except footwear",-1.003932,.0479053
"LCA","ST.LUCIA","323","Leather products",-1.028401,.2037761
"LCA","ST.LUCIA","324","Footwear  except rubber or plastic",-.9198943,.1105331
"LCA","ST.LUCIA","331","Wood products  except furniture",-.9991543,.0216415
"LCA","ST.LUCIA","332","Furniture  except metal",-1.006622,.0023411
"LCA","ST.LUCIA","341","Paper and products",-1.064511,.0350796
"LCA","ST.LUCIA","342","Printing and publishing",-1.039824,.0633352
"LCA","ST.LUCIA","351","Industrial chemicals",-1.021388,.0073848
"LCA","ST.LUCIA","352","Other chemicals",-1.022898,.0047441
"LCA","ST.LUCIA","353","Petroleum refineries",-.8163127,.5602285
"LCA","ST.LUCIA","354","Miscellaneous petroleum and coal products",-1.003765,.0117533
"LCA","ST.LUCIA","355","Rubber products",-1.019005,.028787
"LCA","ST.LUCIA","356","Plastic products",-1.012614,.015842
"LCA","ST.LUCIA","361","Pottery  china  earthenware",-.9629229,.0651506
"LCA","ST.LUCIA","362","Glass and products",-1.008075,.0021087
"LCA","ST.LUCIA","369","Other non-metallic mineral products",-.9755011,.0556595
"LCA","ST.LUCIA","371","Iron and steel",-1.010701,.0184272
"LCA","ST.LUCIA","372","Non-ferrous metals",-1.014865,.046439
"LCA","ST.LUCIA","381","Fabricated metal products",-1.019483,.0123347
"LCA","ST.LUCIA","382","Machinery  except electrical",-1.025129,.0285779
"LCA","ST.LUCIA","383","Machinery  electric",-1.355124,.3867256
"LCA","ST.LUCIA","384","Transport equipment",-1.032342,.0053653
"LCA","ST.LUCIA","385","Professional and scientific equipment",-.9879955,.0104696
"LCA","ST.LUCIA","390","Other manufactured products",-1.030953,.0242715
"LKA","SRI LANKA","311","Food products",-1.055913,.0220005
"LKA","SRI LANKA","313","Beverages",-1.879581,.4945378
"LKA","SRI LANKA","314","Tobacco",-.9974312,.105674
"LKA","SRI LANKA","321","Textiles",-1.102884,.0253295
"LKA","SRI LANKA","322","Wearing apparel  except footwear",-.9588752,.2074821
"LKA","SRI LANKA","323","Leather products",-1.041111,.3035246
"LKA","SRI LANKA","331","Wood products  except furniture",-.7727897,.2360254
"LKA","SRI LANKA","332","Furniture  except metal",-.9896968,.0656958
"LKA","SRI LANKA","341","Paper and products",-1.119156,.0844293
"LKA","SRI LANKA","342","Printing and publishing",-1.158165,.3277166
"LKA","SRI LANKA","351","Industrial chemicals",-1.025929,.0057982
"LKA","SRI LANKA","352","Other chemicals",-1.003339,.0129719
"LKA","SRI LANKA","353","Petroleum refineries",-.7616528,.3466772
"LKA","SRI LANKA","354","Miscellaneous petroleum and coal products",-1.019822,.0691789
"LKA","SRI LANKA","355","Rubber products",-1.028484,.0582643
"LKA","SRI LANKA","356","Plastic products",-.9619598,.1050089
"LKA","SRI LANKA","361","Pottery  china  earthenware",-.8687714,.217039
"LKA","SRI LANKA","362","Glass and products",-1.00566,.006222
"LKA","SRI LANKA","369","Other non-metallic mineral products",-.9288733,.1144125
"LKA","SRI LANKA","371","Iron and steel",-1.009689,.0189228
"LKA","SRI LANKA","372","Non-ferrous metals",-1.009652,.0189549
"LKA","SRI LANKA","381","Fabricated metal products",-.977633,.0445409
"LKA","SRI LANKA","382","Machinery  except electrical",-.9888511,.0463673
"LKA","SRI LANKA","383","Machinery  electric",-1.640061,.760632
"LKA","SRI LANKA","384","Transport equipment",-1.020063,.0078095
"LKA","SRI LANKA","385","Professional and scientific equipment",-.9792246,.0160077
"LKA","SRI LANKA","390","Other manufactured products",-1.026811,.0117425
"LSO","LESOTHO","311","Food products",-1.103266,.0070065
"LSO","LESOTHO","313","Beverages",-1.054741,.0101138
"LSO","LESOTHO","314","Tobacco",-1.014882,.0021227
"LSO","LESOTHO","321","Textiles",-1.103085,.0623247
"LSO","LESOTHO","322","Wearing apparel  except footwear",-1.016867,.0292981
"LSO","LESOTHO","323","Leather products",-1.012912,.0200528
"LSO","LESOTHO","324","Footwear  except rubber or plastic",-.940663,.0887911
"LSO","LESOTHO","331","Wood products  except furniture",-.9894593,.02726
"LSO","LESOTHO","332","Furniture  except metal",-1.011987,.0013207
"LSO","LESOTHO","341","Paper and products",-1.087456,.057778
"LSO","LESOTHO","342","Printing and publishing",-1.038471,.0593084
"LSO","LESOTHO","351","Industrial chemicals",-1.018468,.0089878
"LSO","LESOTHO","352","Other chemicals",-1.049019,.0022784
"LSO","LESOTHO","353","Petroleum refineries",-.9986226,.015429
"LSO","LESOTHO","355","Rubber products",-1.018192,.0219216
"LSO","LESOTHO","356","Plastic products",-1.007935,.0189872
"LSO","LESOTHO","361","Pottery  china  earthenware",-.9896733,.0239212
"LSO","LESOTHO","362","Glass and products",-1.005551,.005467
"LSO","LESOTHO","369","Other non-metallic mineral products",-1.001692,.0303123
"LSO","LESOTHO","371","Iron and steel",-1.010152,.017932
"LSO","LESOTHO","372","Non-ferrous metals",-1.021841,.0727287
"LSO","LESOTHO","381","Fabricated metal products",-1.014347,.0141083
"LSO","LESOTHO","382","Machinery  except electrical",-.9889588,.0462043
"LSO","LESOTHO","383","Machinery  electric",-1.836699,.9985654
"LSO","LESOTHO","384","Transport equipment",-1.041193,.0039097
"LSO","LESOTHO","385","Professional and scientific equipment",-.957626,.0259466
"LSO","LESOTHO","390","Other manufactured products",-1.057213,.0556391
"LTU","LITHUANIA","311","Food products",-1.05621,.0206566
"LTU","LITHUANIA","313","Beverages",-1.163994,.0896756
"LTU","LITHUANIA","314","Tobacco",-1.003127,.009761
"LTU","LITHUANIA","321","Textiles",-1.10018,.0590859
"LTU","LITHUANIA","322","Wearing apparel  except footwear",-.9847465,.0972389
"LTU","LITHUANIA","323","Leather products",-1.015669,.1031202
"LTU","LITHUANIA","324","Footwear  except rubber or plastic",-.8385382,.2276112
"LTU","LITHUANIA","331","Wood products  except furniture",-.9274842,.0811039
"LTU","LITHUANIA","332","Furniture  except metal",-1.001294,.0066708
"LTU","LITHUANIA","341","Paper and products",-1.091205,.059538
"LTU","LITHUANIA","342","Printing and publishing",-1.1078,.218859
"LTU","LITHUANIA","351","Industrial chemicals",-1.029739,.0051904
"LTU","LITHUANIA","352","Other chemicals",-1.030405,.0035811
"LTU","LITHUANIA","353","Petroleum refineries",-.8923518,.1636845
"LTU","LITHUANIA","354","Miscellaneous petroleum and coal products",-1.002042,.0037229
"LTU","LITHUANIA","355","Rubber products",-1.022469,.0420773
"LTU","LITHUANIA","356","Plastic products",-.9921361,.0399283
"LTU","LITHUANIA","361","Pottery  china  earthenware",-.9191145,.1368066
"LTU","LITHUANIA","362","Glass and products",-1.005535,.0044781
"LTU","LITHUANIA","369","Other non-metallic mineral products",-.9078237,.1487275
"LTU","LITHUANIA","371","Iron and steel",-1.015632,.0118067
"LTU","LITHUANIA","372","Non-ferrous metals",-1.009763,.0157788
"LTU","LITHUANIA","381","Fabricated metal products",-1.003881,.0191144
"LTU","LITHUANIA","382","Machinery  except electrical",-1.026647,.0268054
"LTU","LITHUANIA","383","Machinery  electric",-1.364399,.4141691
"LTU","LITHUANIA","384","Transport equipment",-1.04509,.0064753
"LTU","LITHUANIA","385","Professional and scientific equipment",-.9980505,.0068117
"LTU","LITHUANIA","390","Other manufactured products",-1.038076,.0343266
"LUX","LUXEMBURG","311","Food products",-1.055964,.0260658
"LUX","LUXEMBURG","313","Beverages",-1.084655,.0428451
"LUX","LUXEMBURG","314","Tobacco",-1.009155,.003383
"LUX","LUXEMBURG","321","Textiles",-1.233824,.187312
"LUX","LUXEMBURG","322","Wearing apparel  except footwear",-.9996809,.0558185
"LUX","LUXEMBURG","323","Leather products",-1.036524,.2676598
"LUX","LUXEMBURG","324","Footwear  except rubber or plastic",-.8509249,.2081174
"LUX","LUXEMBURG","331","Wood products  except furniture",-.9214131,.0882287
"LUX","LUXEMBURG","332","Furniture  except metal",-1.007322,.0021183
"LUX","LUXEMBURG","341","Paper and products",-1.097428,.0665791
"LUX","LUXEMBURG","342","Printing and publishing",-1.069736,.1361399
"LUX","LUXEMBURG","351","Industrial chemicals",-1.032368,.0046017
"LUX","LUXEMBURG","352","Other chemicals",-1.01555,.0061175
"LUX","LUXEMBURG","353","Petroleum refineries",-.8649036,.1893117
"LUX","LUXEMBURG","354","Miscellaneous petroleum and coal products",-1.002319,.002023
"LUX","LUXEMBURG","355","Rubber products",-1.022355,.0409866
"LUX","LUXEMBURG","356","Plastic products",-.9949507,.0353036
"LUX","LUXEMBURG","361","Pottery  china  earthenware",-.9534691,.081539
"LUX","LUXEMBURG","362","Glass and products",-1.005514,.0050388
"LUX","LUXEMBURG","369","Other non-metallic mineral products",-.9221348,.1251415
"LUX","LUXEMBURG","371","Iron and steel",-1.043522,.0043461
"LUX","LUXEMBURG","372","Non-ferrous metals",-1.017225,.0051889
"LUX","LUXEMBURG","381","Fabricated metal products",-1.002975,.0200651
"LUX","LUXEMBURG","382","Machinery  except electrical",-1.038195,.0232277
"LUX","LUXEMBURG","383","Machinery  electric",-1.24037,.2186511
"LUX","LUXEMBURG","384","Transport equipment",-1.093255,.0052286
"LUX","LUXEMBURG","385","Professional and scientific equipment",-.9913942,.0090238
"LUX","LUXEMBURG","390","Other manufactured products",-1.026489,.01475
"LVA","LATVIA","311","Food products",-1.055772,.0252377
"LVA","LATVIA","313","Beverages",-1.109087,.0580712
"LVA","LATVIA","314","Tobacco",-1.00255,.0124969
"LVA","LATVIA","321","Textiles",-1.141546,.1055476
"LVA","LATVIA","322","Wearing apparel  except footwear",-1.000348,.0547152
"LVA","LATVIA","323","Leather products",-1.020721,.1494276
"LVA","LATVIA","324","Footwear  except rubber or plastic",-.8842036,.1689013
"LVA","LATVIA","331","Wood products  except furniture",-.8910012,.1304052
"LVA","LATVIA","332","Furniture  except metal",-1.002944,.0043996
"LVA","LATVIA","341","Paper and products",-1.079143,.0520604
"LVA","LATVIA","342","Printing and publishing",-1.116314,.2359075
"LVA","LATVIA","351","Industrial chemicals",-1.021997,.0076263
"LVA","LATVIA","352","Other chemicals",-1.0277,.0049805
"LVA","LATVIA","353","Petroleum refineries",-.9368894,.0971378
"LVA","LATVIA","354","Miscellaneous petroleum and coal products",-1.002123,.004617
"LVA","LATVIA","355","Rubber products",-1.024607,.0484752
"LVA","LATVIA","356","Plastic products",-.9948815,.0377883
"LVA","LATVIA","361","Pottery  china  earthenware",-.9155792,.1431508
"LVA","LATVIA","362","Glass and products",-1.005785,.0036292
"LVA","LATVIA","369","Other non-metallic mineral products",-.9182316,.1327876
"LVA","LATVIA","371","Iron and steel",-1.014481,.0127656
"LVA","LATVIA","372","Non-ferrous metals",-1.010718,.0269802
"LVA","LATVIA","381","Fabricated metal products",-1.00225,.0214439
"LVA","LATVIA","382","Machinery  except electrical",-1.0292,.0269389
"LVA","LATVIA","383","Machinery  electric",-1.383052,.4416654
"LVA","LATVIA","384","Transport equipment",-1.027369,.0084794
"LVA","LATVIA","385","Professional and scientific equipment",-.9961807,.0073742
"LVA","LATVIA","390","Other manufactured products",-1.035286,.0317505
"MAC","MACAU","311","Food products",-1.073042,.0519826
"MAC","MACAU","313","Beverages",-1.092418,.0489203
"MAC","MACAU","314","Tobacco",-1.007891,.0039623
"MAC","MACAU","321","Textiles",-1.144444,.0143549
"MAC","MACAU","322","Wearing apparel  except footwear",-1.014461,.0316792
"MAC","MACAU","323","Leather products",-1.010504,.0381299
"MAC","MACAU","324","Footwear  except rubber or plastic",-.6878853,.4359482
"MAC","MACAU","331","Wood products  except furniture",-.7772871,.2474226
"MAC","MACAU","332","Furniture  except metal",-1.000252,.0091811
"MAC","MACAU","341","Paper and products",-1.221947,.1695219
"MAC","MACAU","342","Printing and publishing",-1.189173,.399771
"MAC","MACAU","351","Industrial chemicals",-1.015004,.0251367
"MAC","MACAU","352","Other chemicals",-1.003212,.013121
"MAC","MACAU","353","Petroleum refineries",-.7666723,.3390296
"MAC","MACAU","354","Miscellaneous petroleum and coal products",-1.029523,.0961052
"MAC","MACAU","355","Rubber products",-1.095044,.2222814
"MAC","MACAU","356","Plastic products",-.9753963,.0742921
"MAC","MACAU","361","Pottery  china  earthenware",-.8523095,.2605826
"MAC","MACAU","362","Glass and products",-1.010068,.0172015
"MAC","MACAU","369","Other non-metallic mineral products",-.919793,.139743
"MAC","MACAU","371","Iron and steel",-1.003943,.0457631
"MAC","MACAU","372","Non-ferrous metals",-1.012918,.0384784
"MAC","MACAU","381","Fabricated metal products",-.9571443,.0735452
"MAC","MACAU","382","Machinery  except electrical",-.9629176,.0683284
"MAC","MACAU","383","Machinery  electric",-1.405156,.4641811
"MAC","MACAU","384","Transport equipment",-1.001611,.0131962
"MAC","MACAU","385","Professional and scientific equipment",-.9458262,.0319195
"MAC","MACAU","390","Other manufactured products",-1.030987,.0243587
"MAR","MOROCCO","311","Food products",-1.072069,.0507335
"MAR","MOROCCO","313","Beverages",-2.298123,.7581891
"MAR","MOROCCO","314","Tobacco",-1.000908,.0202504
"MAR","MOROCCO","321","Textiles",-1.112529,.0766703
"MAR","MOROCCO","322","Wearing apparel  except footwear",-.9528643,.3462369
"MAR","MOROCCO","323","Leather products",-1.018172,.1338464
"MAR","MOROCCO","331","Wood products  except furniture",-.9166096,.0929251
"MAR","MOROCCO","332","Furniture  except metal",-.9964991,.0251412
"MAR","MOROCCO","341","Paper and products",-1.192766,.1453096
"MAR","MOROCCO","342","Printing and publishing",-1.187176,.3846282
"MAR","MOROCCO","351","Industrial chemicals",-1.025334,.0057702
"MAR","MOROCCO","352","Other chemicals",-1.000625,.0156684
"MAR","MOROCCO","353","Petroleum refineries",-.9002268,.147196
"MAR","MOROCCO","354","Miscellaneous petroleum and coal products",-1.007613,.0244447
"MAR","MOROCCO","355","Rubber products",-1.039174,.0841481
"MAR","MOROCCO","356","Plastic products",-.9659576,.0987067
"MAR","MOROCCO","361","Pottery  china  earthenware",-.8670791,.226075
"MAR","MOROCCO","362","Glass and products",-1.007101,.010135
"MAR","MOROCCO","369","Other non-metallic mineral products",-.6266737,.5534611
"MAR","MOROCCO","371","Iron and steel",-1.012269,.0150861
"MAR","MOROCCO","372","Non-ferrous metals",-1.010131,.0236509
"MAR","MOROCCO","381","Fabricated metal products",-.9812089,.0439588
"MAR","MOROCCO","382","Machinery  except electrical",-.994096,.0426586
"MAR","MOROCCO","383","Machinery  electric",-1.564844,.706961
"MAR","MOROCCO","384","Transport equipment",-1.007192,.0102155
"MAR","MOROCCO","385","Professional and scientific equipment",-.9735708,.017599
"MAR","MOROCCO","390","Other manufactured products",-1.0691,.0705842
"MDA","REP.MOLDOVA","311","Food products",-1.06307,.0489166
"MDA","REP.MOLDOVA","313","Beverages",-1.113723,.0660942
"MDA","REP.MOLDOVA","314","Tobacco",-1.009813,.0066923
