ccode,year,isic,imp_tv,imp_q,imp_uv,exp_tv,exp_q,exp_uv,mir_imp_tv,mir_imp_q,mir_imp_uv,mir_exp_tv,mir_exp_q,mir_exp_uv,ntb_core_s,ntb_core_w,ave_core_sim,ave_core_wgt,tar_savg_ahs,tar_iwahs,tar_savg_mfn,tar_iwmfn,tar_hs_lines,name,isicnames,ID_elast,ID_elast_se,ccode_isic,ccode_year,ind_prod_index,n_establ,n_employees,n_female_emp,wage_bill,output,gdp_c2000,gdp_current,gdp_pcppp_c2000,gdp_pcppp_current,pop,tau_imput,tau,tauhat,inv_imp_pen,inv_imp_pen_elast,alpha,X,Y,X2,Y2,net_imp_tv
BLX,1999,314,610010.6,35613871.0,15.54796,648035.3,32483471.0,21.12978,1418918.0,1708e6,14.5718,609461.3,96831684.0,16.39647,1.0,1.0,1.0,1.0,1.3192,1.3485,1.498,1.4593,8,1,1,-3.055776011426902,1.6719017275810502,BLX-314,BLX-1999,64.38816814679278,34.0,2564.0,69.66450434781449,85337.13,1281336.0,188056948882.86874,236617804671.58282,14468.210610380786,14344.548926665824,11647492.293220056,0,1.3485,0.25843529847979235,2.100514318931507,0.6873914550925042,2.2013322142247656e-4,0.789720385600501,1.6588189779059632,-0.7898942675702041,-1.6591842194731288,-38024.70000000007
BLX,1999,321,3757349.0,9986e5,3.5263,6754999.0,1074e6,4.251946,3449970.0,127e7,3.32079,5298930.0,1569e6,3.4702,1.8208617,1.8595994,1.307612394236285,1.2444025968853925,1.064,1.0719,1.0772,1.0799,1268,1,1,-2.33827284094395,1.4701093593030397,BLX-321,BLX-1999,92.0,1664.0,41463.0,5630.367540720575,956820.0,7018314.0,106899640097.0366,123241197052.46053,20213.360881809356,19880.987229533763,14509491.543629637,1,1.3163025968853925,0.24029626442568833,1.8678898340292585,0.7988331392820694,0.002857646656695165,0.5618782288868728,1.0495266317001546,-0.5634884798574237,-1.0525344031182822,-2997650.0
BLX,1999,322,3623666.0,1133e5,17.4392,2848834.0,88664293.0,17.49803,3039995.0,1029e6,25.05228,1453026.0,1056e5,19.66499,1.9143968999999998,1.8951358,1.2029061211679328,1.2272842673815874,1.085,1.0888,1.1138,1.1173,508,1,1,-1.9123083511975743,1.2995128611293196,BLX-322,BLX-1999,82.76825725333454,1271.0,11100.0,5384.814029728153,248127.6,2003452.0,418652114137.5498,413138607604.86273,36274.19251560875,35690.15492181895,19879513.38680949,1,1.3160842673815873,0.24017023469967627,0.5528798735865833,0.28911648753734975,5.583637679665289e-4,0.45927954552527234,0.253926417070916,-0.459536133852487,-0.25406827959283024,774832.0
BLX,1999,323,547967.8,60128008.0,9.005461,596573.4,61122156.0,9.803024,529786.4,1341e5,10.9838,383210.1,37265035.0,9.814157,1.5897436,1.3457974,1.1962306397427802,1.05439964991554,1.0229,1.0352,1.0297,1.0415,132,1,1,-1.9210161034506195,1.0154007555691211,BLX-323,BLX-1999,141.58936110032073,64.0,350.0,21.46954049469192,6924.986,73831.01,92210254095.79651,132560980610.60574,9200.276424521586,9067.000167768181,20138267.319692194,1,1.0895996499155398,0.08223171687186677,0.1347360374094974,0.07013790106573194,1.7379846758601357e-5,0.15796845232524814,0.02128404330201504,-0.1579711978404588,-0.02128441322185517,-48605.59999999998
BLX,1999,324,1099420.0,1184124.0,86.5911237057182,1258529.0,159821.0,94.43314020712889,897894.7,59364859.0,23.85352,595329.2,21625679.0,31.48386,1.6666667,1.8296118,1.424054157354804,1.3955755633107079,1.0658,1.078,1.0932,1.0996,98,1,1,-2.8115455983207167,0.5576832507026307,BLX-324,BLX-1999,160.42884986362887,24.706832066341065,840.4973686294013,256.12936327793557,2743.8247088713465,11391.744537039116,4002946047.782393,4471926947.006995,18025.393268908574,17760.609255355444,569341.8732165216,1,1.473575563310708,0.32137854013181205,0.010361594783648757,0.0036853731946718355,0.0014762612907443027,0.9035704199023341,0.009362430549519343,-0.9049062980418839,-0.009376272377481691,-159109.0
BLX,1999,331,1555475.0,2668e6,0.5656079,1710785.0,2875e6,0.5842883,1295636.0,2195e6,0.5656281,1056439.0,7776e6,0.5693807,1.2765957000000001,1.2446423,1.1382420169466927,1.0539394529541022,1.0168,1.0163,1.029,1.0196,184,1,1,-2.2056061192770056,0.867797453002783,BLX-331,BLX-1999,453.0,1651.0,12186.0,4206.435807427862,272524.9,2479998.0,47356831113.56183,69515572878.32576,14658.517622538406,14473.838720800813,11313836.184535122,1,1.0702394529541022,0.06562966143719094,1.5943669940050467,0.722870226043659,0.0010770882485161876,0.1447531828719465,0.23078969704820815,-0.1449092629361561,-0.23103854595100615,-155310.0
BLX,1999,332,2035025.0,5064e5,3.895367,1760380.0,4295e5,4.090184,1854111.0,4834e5,3.690678,1144200.0,2991e5,3.710856,1.0,1.0,1.0,1.0,1.0088,1.0097,1.0178,1.0126,50,1,1,-2.5492203571051335,1.1753315240069069,BLX-332,BLX-1999,453.0,2750.0,18454.0,20160.690773800245,390995.4,2666759.0,105435391012.58096,115828505653.17078,32466.38693906145,32168.21366045431,4955895.014915212,0,1.0097,0.009606813905120373,1.3104305843908552,0.5140515141182089,0.0037236462726633686,0.024489885573853627,0.032092295064210186,-0.02458141807966264,-0.03221224205928824,274645.0
BLX,1999,341,3987408.0,5635e6,0.691612,3697264.0,5697e6,0.6406546,3866977.0,5356e6,0.6852262,2759947.0,3864e6,0.7072655,1.0,1.0,1.0,1.0,1.0303,1.02,1.0377,1.0221,230,1,1,-1.8846703643522136,0.8316931841551811,BLX-341,BLX-1999,206.37849454369436,316.0,14949.0,796.8920781778342,482724.8,3714882.0,103285402827.32878,143485743362.49268,11158.445362642638,10942.480888148702,27893758.18068713,0,1.02,0.01960784313725492,0.9316533447292076,0.4943322515974454,5.359263496573322e-4,0.03695432086965132,0.034428616640407014,-0.03697413628354145,-0.034447077737034947,290144.0
BLX,1999,342,1254860.0,2418e5,5.178497,1550612.0,4518e5,3.435678,1045172.0,2913e5,4.242954,1064264.0,2917e5,3.748704,1.0,1.0,1.0,1.0,1.0175,1.0134,1.0277,1.0152,37,1,1,-1.8686154837001143,1.060841374900419,BLX-342,BLX-1999,102.41803623050194,4881.0,31701.0,5981.927625403325,991338.4,6192003.0,3996747706626.2134,3721488566204.1797,36433.21466343421,35924.872345059055,130580979.85998648,0,1.0134,0.013222814288533726,4.934417385206318,2.6406809898821435,2.427688935554851e-4,0.02470835551764533,0.12192133902612758,-0.024714355394359257,-0.12195094492209388,-295752.0
BLX,1999,351,189e5,2363e7,0.7719047,221e5,2884e7,0.7589495,156e5,367e9,0.832997,19e6,6975e8,0.7424582,1.0613383,1.1348384,1.16452011150116,1.1425087880492741,1.0394,1.0364,1.0488,1.0415,1781,1,1,-2.132532170298927,1.0195082810881178,BLX-351,BLX-1999,157.0,252.0,29880.0,6811.5034621257355,1358256.0,131e5,86564405989.73761,128078068573.1559,9911.683990428652,9844.160523125154,17318832.545978665,1,1.1789087880492741,0.15175795605469386,0.6931216931216931,0.32502285441468165,0.0017252895032429866,0.3236287233854455,0.22431408869573208,-0.3241880416107133,-0.2247017642910235,-32e5
BLX,1999,352,8615159.0,172e7,5.052444,115e5,2181e6,5.346755,7717870.0,1709e6,4.571362,9058961.0,1889e6,4.776734,1.037037,1.0020652,1.079034144131569,1.037675889004703,1.0212,1.0135,1.0283,1.0138,385,1,1,-1.5875443020353794,0.7466398691187589,BLX-352,BLX-1999,240.0,497.0,36412.0,16040.23381645179,1059416.0,8534460.0,368019196380.66077,314529245629.05634,20655.913643750326,20317.116405237983,25311457.949863907,1,1.0511758890047032,0.04868442050469651,0.9906329064849528,0.6240033145625412,0.001438557987142569,0.07728867437012543,0.07656470412964644,-0.07740001878535399,-0.07667500557132517,-2884841.0
BLX,1999,353,3593541.0,2219e7,0.1617106,4687283.0,2738e7,0.1712782,3304204.0,2149e7,0.1517286,3470218.0,202e8,0.1712486,1.75,1.4638735999999999,1.294036063837016,1.2783206806386835,1.0162,1.0206,1.0153,1.0271,87,1,1,-2.2633494852097513,0.7432073883716571,BLX-353,BLX-1999,100.0,58.063237093824796,2021.5283156694588,11.997498848474333,2949.0908818699245,44915.30003253308,9284810634.412083,6998601504.116292,2156.3247299679524,2133.072800711222,11034864.317462038,1,1.2989206806386835,0.23013004958216787,0.012498897336229942,0.005522301093095055,1.8319466896122197e-4,0.5208647292530942,0.00651023477699763,-0.5209601663783159,-0.006511427635827839,-1093742.0
BLX,1999,354,158386.3,44816250.0,3.511766,257136.5,2164e5,1.061006,181853.7,52625740.0,3.79418,192819.3,128e6,1.44294,1.1428571,1.0084277,1.0221885933108146,0.9732775473271842,1.0154,1.0309,1.0314,1.0349,40,1,1,-2.1230377658681165,0.9708834507129753,BLX-354,BLX-1999,222.36529185142822,257.56341583698645,4495.66976551403,1933.5651571706485,28198.29706337134,13972.692517586773,23292353722.31316,26157982900.3048,3007.8386927735296,2976.1112495729612,23470142.611335684,1,1.0041775473271841,0.004160168028356619,0.08821907272022121,0.04155322818016295,1.9154846393403238e-4,0.008832193836558195,7.791679503464169e-4,-0.00883388595384323,-7.793172273642366e-4,-98750.20000000001
BLX,1999,355,1753946.0,4585e5,3.941781,1596935.0,4705e5,3.584259,1716224.0,4364e5,3.726796,1256260.0,3258e5,3.366959,1.1346154,1.0510707,0.990383588277081,0.9558659909775983,1.0272000000000001,1.0358,1.0349,1.0371,96,1,1,-1.8220153434756023,0.7979259151496623,BLX-355,BLX-1999,99.0,84.0,5045.0,108.774973034182,156824.3,1054196.0,41887510171.10597,50943022910.724365,7034.59181671783,6980.221866084615,11938176.086097924,1,0.9916659909775983,-0.008404048437907893,0.6010424494254669,0.32987781995235166,4.2259386723864225e-4,-0.015312305201180517,-0.009203345424467855,0.015318778823164604,0.009207236346081825,157011.0
BLX,1999,356,2318633.0,598e6,3.848178,2564093.0,6685e5,3.977402,1937453.0,4991e5,3.865237,1774740.0,5603e5,3.394958,1.0588235,1.0608878,1.146026122791329,1.1496530831595806,1.0513,1.0638,1.0808,1.0774,180,1,1,-2.4385480256610177,1.5749704474992927,BLX-356,BLX-1999,106.61345051912504,889.0,23887.0,3169.873268193246,744808.9,6077475.0,3074794382606.6724,1894017965818.8955,72954.65174763821,71552.89713626611,40968560.04277258,1,1.2134530831595807,0.17590550975715766,2.6211457354398044,1.0748796857217073,5.830568605550489e-4,0.42895403352121175,1.124351035663827,-0.42920428402359123,-1.1250069787009307,-245460.0
BLX,1999,361,280575.7,1091e5,2.445088,216146.2,61416289.0,3.467316,240308.9,1027e5,2.146489,159091.2,40293732.0,3.469996,1.1428571,1.6333677,1.1380959016835819,1.1233225401039013,1.0472,1.0594,1.0609,1.068,29,1,1,-1.8721682578682652,1.010637217797083,BLX-361,BLX-1999,86.675099121816,79.0,1268.0,6.6094327627864295,32281.09,129444.0,118626027592.13168,171804452700.66406,19439.345470860713,19186.595302819496,10670839.360465098,1,1.1827225401039012,0.15449315786934203,0.4613514285093114,0.24642626354248032,1.1882851546785286e-4,0.28923718622081296,0.13343998904098578,-0.28927155993084663,-0.13345584740121297,64429.5
BLX,1999,362,974063.4,1168e6,0.8507401,1814190.0,2255e6,0.8711695,851780.7,1001e6,0.9403727,1369590.0,1997e6,0.7203865,1.0,1.0,1.0,1.0,1.0407,1.0453,1.0449,1.0479,155,1,1,-1.6063451976213596,0.913301934212668,BLX-362,BLX-1999,86.18161436203096,205.0,11220.0,1065.4169036555538,366065.4,1985021.0,254598801284.51312,256471012414.01807,22499.27432653543,22161.87255761628,9868986.738093723,0,1.0453,0.04333684109824921,2.0378765899632407,1.2686417545748467,0.0011368948300124312,0.06961392657825258,0.14186459130924078,-0.0696931603719667,-0.14202606000258475,-840126.6
BLX,1999,369,1017964.0,3894e6,0.2455709,1183163.0,8266e6,0.1441182,915215.8,3607e6,0.2373106,1143905.0,6804e6,0.1513734,1.0,1.0,1.0,1.0,1.0147,1.015,1.0182,1.0164,103,1,1,-1.7977401858641302,1.1263007565965455,BLX-369,BLX-1999,134.47795013220738,1390.0,21286.0,6057.880730475701,636139.9,4457880.0,558182990840.8242,618410741563.9908,87920.31014877453,87076.3459863835,7270855.654208416,0,1.015,0.014778325123152615,4.3792118385326,2.435953689508042,0.0029275784051192837,0.026567588953656865,0.11634510006712208,-0.02664559602517175,-0.11668670955818933,-165199.0
BLX,1999,371,5231097.0,1328e7,0.4192447,9012873.0,2092e7,0.4519135,4609502.0,1196e7,0.4188306,8643368.0,1905e7,0.4757704,1.3350785,1.1581883,1.1263409998139644,1.1644552048309,1.0236,1.0246,1.0271,1.0267,637,1,1,-2.757867297423442,1.5776963243759767,BLX-371,BLX-1999,114.0,215.0,37616.0,1572.1082833102964,1376960.0,9046773.0,868302622839.8123,904123420985.569,36944.58279762914,36535.28810339661,28666508.63105868,1,1.1890552048309,0.15899615431041844,1.729421763733305,0.627086649654619,0.0013121932804626582,0.43849029438879433,0.7583346583018048,-0.4390664344137086,-0.7593310473998494,-3781776.0
BLX,1999,372,3601512.0,2209e6,1.5185,4232497.0,1751e6,1.857296,3484118.0,1974e6,1.650929,3727889.0,1808e6,1.83106,1.0238095,1.0439559,1.1544386452538933,1.1046012223644008,1.0259,1.0195,1.027,1.0209,252,1,1,-1.8464051670644284,0.6229750953221781,BLX-372,BLX-1999,114.0,126.0,11145.0,506.64912655712294,404568.4,4582414.0,38588074773.996124,50070245199.74574,8389.979279374349,8320.849415438679,9260768.12209745,1,1.124101222364401,0.110400398020536,1.2723583872551307,0.6891003177152251,0.001203463886910905,0.2038438653510872,0.2593624517699613,-0.20408947966956792,-0.25967496120811023,-630985.0
BLX,1999,381,4751997.0,1635e6,3.056294,4711715.0,1482e6,3.302582,4387526.0,1393e6,3.099329,3545028.0,1239e6,3.026015,1.0208333,1.0263907,1.0164069831555014,1.0750464741350418,1.0242,1.0307,1.0315,1.0319,490,1,1,-2.0974266099929375,0.8348255392107421,BLX-381,BLX-1999,147.0,5626.0,65093.0,38019.44599716989,1771369.0,9568896.0,978643288247.0337,741241546664.9668,142842.98020551578,140197.98753399486,13071080.100423211,1,1.1057464741350418,0.09563356213074142,2.0136578369052,0.9600611660552836,0.0049799251094706735,0.20058437802143006,0.4039083047636078,-0.20158827252153474,-0.40592980479116963,40282.0
BLX,1999,382,182e5,1513e6,12.79097,157e5,1257e6,12.53751,18e6,1243e6,11.34962,113e5,1046e6,8.5412960000000009,1.0203252,1.0022076,1.000658242461283,0.95979274329628,1.0129,1.009,1.0174,1.0093,1029,1,1,-1.8081115435930932,0.9408503412827927,BLX-382,BLX-1999,128.0,1373.0,35934.0,9252.834726909998,1195101.0,6795952.0,140968441195.07434,151818543963.9126,8943.812505598358,8770.413540755693,24470235.55562946,1,0.9687927432962798,-0.032212521119366226,0.37340395604395604,0.20651599585605476,0.0014684778950455695,-0.0582438312841624,-0.02174847701666297,0.058329486846225416,0.02178046114239447,25e5
BLX,1999,383,119e5,6408e5,15.49284,105e5,4822e5,17.41764,118e5,3203e6,17.89106,7235456.0,1472e6,15.74954,1.0221239,1.108702,0.8884348116635599,1.0232037835135004,1.017,1.0215,1.0266,1.0233,1876,1,1,-2.0937230037778547,1.2863784302506307,BLX-383,BLX-1999,122.0,890.0,43203.0,16967.621742235307,1558015.0,8460629.0,274870738142.07437,307528152575.4529,17958.950890625896,17670.677496010707,16776435.5948393,1,1.0447037835135005,0.0427908697364479,0.7109772268907563,0.33957559123527276,0.0025752192565439785,0.0895922283188625,0.06369803404110834,-0.08982354363813053,-0.06386249396533887,14e5
BLX,1999,384,264e5,3069e6,8.183938,272e5,3039e6,8.942922,233e5,252e7,7.588022,221e5,2049e6,8.910149,1.0840336,1.3530617,1.1940163889426076,1.1233397934833758,1.0335,1.044,1.0397,1.0445,320,1,1,-2.2266844247858257,0.8407795418514639,BLX-384,BLX-1999,119.0,614.0,60922.0,6758.1967984465555,2026965.0,177e5,1233524326063.008,1579740637344.48,12106.386635414043,12022.318921346363,84772959.4390065,1,1.1673397934833758,0.14335139983879844,0.6704545454545454,0.30109993943979435,7.186489701805552e-4,0.31919832929229774,0.21400797077551778,-0.3194278858134847,-0.21416187798858632,-8e5
BLX,1999,385,3945951.0,83521302.0,40.91256,2995377.0,71652534.0,36.49965,3696919.0,1972e5,32.64394,1764393.0,86910014.0,21.98591,1.0260417,1.0673785,1.100402158577918,0.9937120580104508,1.016,1.0148,1.0248,1.0155,388,1,1,-1.6332591422595601,0.9887746195457543,BLX-385,BLX-1999,51.30084389712792,1337.0,6976.0,242.24220592575267,236728.0,1008811.0,145965170724.83588,219683049017.32886,3015.3420023103718,2995.7841675223262,78797533.30174802,1,1.0085120580104507,0.00844021441572346,0.2556572547403655,0.15653196000891328,8.853069008246793e-5,0.01378505735711136,0.0035242499203575685,-0.013786277865804403,-0.0035245619522594187,950574.0
BLX,1999,390,14e6,2675e5,10.14703,141e5,1886e5,11.04449,8784423.0,901e6,9.255292,12e6,6909e5,7.069494,1.1807229,1.0295261,1.0779287302355753,1.0509615288783138,1.0218,1.0155,1.0292,1.0162,278,1,1,-1.9422817916656006,0.7656955895456672,BLX-390,BLX-1999,152.26558692185003,1263.0,5484.0,285.6576712378825,111971.7,799356.5,51709440679.792404,61699484942.766365,12128.34274646405,11981.862787263737,9411099.045935124,1,1.066461528878314,0.062319668434938316,0.05709689285714286,0.0293968120908859,5.827162134021604e-4,0.12104235726381814,0.006911142503868232,-0.12111293173279153,-0.006915172086761656,-1e5
BOL,1999,311,102348.7,1223e5,0.6754834,232933.2,8471e5,0.2700145,179119.3,3383e5,0.4690702,238929.6,2696e5,0.8634744,1.0813397,1.018533,1.3274621,1.3504475,1.1,1.1,1.1,1.1,416,BOLIVIA,Food products,-1.087534,0.0668371,BOL-311,BOL-1999,147.0,101.09776030664429,11141.0,1234.6912475070303,33246.16,960594.0,819e7,829e7,2380.58,2329.793,8182710.0,0,1.4504475000000001,0.3105576037740077,9.385502698129043,8.630077494707331,0.0013615293710763305,0.3377419530627618,3.169878011741923,-0.33820242559858343,-3.174199777969292,-130584.50000000001
BOL,1999,313,12393.56,25524466.0,0.485556,7256.507,9349632.0,0.7761276,24410.11,45283295.0,0.4981532,286.463,117887.0,1.497587,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,31,BOLIVIA,Beverages,-1.549518,0.306071,BOL-313,BOL-1999,147.0,26.1537858395231,5657.0,249.93962282163557,27732.51,295569.8,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,23.848660110573555,15.39101843965256,6.913357555137601e-4,0.14086527272727278,3.359448010655975,-0.14096272529946702,-3.3617721239271368,5137.053
BOL,1999,314,9.645,704.0,13.70028,2580.353,428921.0,6.015917,7377.141,1461469.0,4.098571,1.066,18.0,6.577962097810077,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,7,BOLIVIA,Tobacco,-0.9766315,0.887556,BOL-314,BOL-1999,138.0,12.897606443857526,197.0,30.714994558335995,1030.382,14252.32,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,1477.6899948159669,1513.0476487968767,2.40751535860369e-5,0.08878468181818185,131.1962360156464,-0.08878681937449474,-131.19939466122332,-2570.708
BOL,1999,321,34587.41,16226897.0,2.117299,15746.8,9053551.0,1.739296,59942.24,14193502.0,4.322149,13149.17,7606388.0,1.724074,1.0027624,1.0055022,1.0058308,1.0086017,1.1,1.1,1.1,1.1,615,BOLIVIA,Textiles,-1.459298,0.3941106,BOL-321,BOL-1999,108.0,127.50097110026076,3800.0,170.41078641720236,7572.601,55391.67,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1086017000000001,0.09796277599069181,1.6014980595540398,1.0974441543495843,4.6439382551746305e-4,0.14295688307766458,0.22894517084877355,-0.14302330221611886,-0.22905154097012537,18840.610000000004
BOL,1999,322,10020.41,2705095.0,3.69654,24266.19,4449182.0,5.454079,22603.71,1691672.0,22.47532,25112.49,1282767.0,19.5638,1.0041667,1.0013777,1.1852885819376395,1.1222073371516352,1.1,1.1,1.1,1.1,269,BOLIVIA,Wearing apparel  except footwear,-0.8989826,0.4468765,BOL-322,BOL-1999,239.0,55.33623209866812,1670.0,888.8790060740878,3521.24,22763.09,819e7,829e7,2380.58,2329.793,8182710.0,1,1.2222073371516353,0.18180821731073177,2.2716725163940397,2.5269371358178008,2.040888654247798e-4,0.16344242389936658,0.3712876623850154,-0.16347578748735936,-0.3713634535309069,-14245.779999999999
BOL,1999,323,2315.518,701275.0,3.275373,10748.75,4369234.0,2.4601,2104.204,569183.0,3.581584,10047.65,3821733.0,2.49093,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,54,BOLIVIA,Leather products,-1.08996,0.6803356,BOL-323,BOL-1999,167.0,5.159536992110155,955.0,54.70909201584253,1716.916,17193.86,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,7.425491833792698,6.812627833858763,1.1670950088662558e-4,0.09908727272727276,0.7357717344691538,-0.09909883850325296,-0.7358576160442463,-8433.232
BOL,1999,324,8174.017,2996119.0,2.728202,304.835,35462.0,8.596103,22129.7,1437212.0,14.79773,274.504,24779.0,9.279422,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,15,BOLIVIA,Footwear  except rubber or plastic,-0.6760175,0.4717677,BOL-324,BOL-1999,167.0,11.99485536270224,1125.0,216.194949722188,910.686,14821.77,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,1.8132785875047728,2.682295336296431,1.3748501413345945e-4,0.061456136363636386,0.11143709613895529,-0.06146458682322452,-0.11145241917638102,7869.182
BOL,1999,331,6686.83,6944670.0,0.9521377,50259.05,39062750.0,1.286624,5338.804,5038457.0,0.6751958,43486.83,33533126.0,0.9140996,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,68,1,1,-1.995821811603096,0.9910460917971423,BOL-331,BOL-1999,91.0,43.616541303677884,2250.0,20.40371112644172,4266.072,50261.86,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,7.516545209015333,3.7661404266234815,2.749700282669189e-4,0.1814383465093724,1.363789534186687,-0.18148825033869825,-1.3641646385759176,-43572.22
BOL,1999,332,8495.471,5190607.0,1.636701,21651.87,3080991.0,7.027566,5991.399,1895633.0,2.215404,11231.63,2082399.0,3.167978,1.0,1.0,1.0,1.0,1.094,1.0926,1.1,1.1,27,BOLIVIA,Furniture  except metal,-0.9970069,0.0225061,BOL-332,BOL-1999,91.0,217.93648248708072,1777.0,156.1599943464708,2892.031,21295.68,819e7,829e7,2380.58,2329.793,8182710.0,0,1.0926,0.08475196778326928,2.506709751584109,2.514235108687923,2.1716521788013994e-4,0.08449829666849722,0.211812704251169,-0.0845166507453708,-0.21185871259464936,-13156.399
BOL,1999,341,46103.09,58465357.0,0.7885539,3391.091,5773075.0,0.5873977,48416.49,61674631.0,0.8363914,3592.584,5372212.0,0.6655177,1.0283019,1.0090334,1.0379857,1.1589123,1.1,1.1,1.1,1.1,165,BOLIVIA,Paper and products,-1.217663,0.1680406,BOL-341,BOL-1999,185.0,43.72475215484464,2815.0,438.40834345051894,12406.02,120504.0,819e7,829e7,2380.58,2329.793,8182710.0,0,1.2589123,0.2056634922067248,2.6137944333015426,2.146566359741195,3.4401805758727856e-4,0.25042882491091706,0.6545694684904017,-0.2505150065968831,-0.6547947297014323,42711.998999999996
BOL,1999,342,17544.16,6862165.0,2.556651,985.359,132745.0,7.422946,17037.02,5006006.0,4.607511,535.687,1438806.0,4.755877,1.2222222,1.7353627999999999,1.1006419,1.3053702,1.0734,1.0441,1.0852,1.0439,33,BOLIVIA,Printing and publishing,-1.147567,0.3126399,BOL-342,BOL-1999,185.0,21.90631742919642,2972.0,1945.0474746179489,10653.45,78202.79,819e7,829e7,2380.58,2329.793,8182710.0,0,1.3494702,0.25896844554255444,4.45748271789587,3.8842897346262744,3.6320485511523687e-4,0.2971836421459326,1.3246909489068452,-0.2972916199056674,-1.32517225790478,16558.801
BOL,1999,351,153619.9,1588e5,0.9663216,10867.2,21730940.0,0.4956759,133559.0,2892e5,0.7452902,10113.27,17646127.0,0.5116206,1.0491803,1.0204843,1.0217078,1.010781,1.1,1.1,1.1,1.1,1058,BOLIVIA,Industrial chemicals,-1.020747,0.0076268,BOL-351,BOL-1999,282.0,2.0971145721509954,269.0,13.405809864606926,1223.711,11730.92,819e7,829e7,2380.58,2329.793,8182710.0,0,1.110781,0.09973253053482191,0.07636328366311917,0.0748111761906909,3.28741944905783e-5,0.10180168134582786,0.007773910669993921,-0.10180502810412188,-0.007774166239446879,142752.69999999998
BOL,1999,352,97113.99,47221270.0,2.056573,1289.45,839492.0,1.535988,110202.6,48099060.0,2.272764,2399.398,179035.0,13.40184,1.0654762,1.2151659,1.0669084,1.0547963,1.1,1.1,1.1,1.1,301,BOLIVIA,Other chemicals,-1.005472,0.011274,BOL-352,BOL-1999,282.0,103.79983617283172,2900.0,531.1284722426823,9960.321,106976.3,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1547963,0.13404641147533994,1.1015539573649482,1.0955590581984862,3.5440581421069547e-4,0.13477991343893295,0.14846734702196177,-0.13482769715872267,-0.14851998336759373,95824.54000000001
BOL,1999,353,66916.1,2365e5,0.2828918,9175.083,29282456.0,0.3133304,68283.5,2541e5,0.2349993,24148.54,2026e5,0.119167,1.0625,1.000069,1.1578127,1.103605,1.1,1.1,1.1,1.1,50,BOLIVIA,Petroleum refineries,-0.7599884,0.3498072,BOL-353,BOL-1999,121.0,3.394835927482228,822.0,545.014785563024,9574.189,609185.6,819e7,829e7,2380.58,2329.793,8182710.0,0,1.203605,0.16916264056729577,9.103722422556006,11.978764968723214,1.0045571699351438e-4,0.12856164454451421,1.170389526120569,-0.12857456059418582,-1.1705071102515752,57741.01700000001
BOL,1999,354,1095.248,1260517.0,0.868888,0.0,343.56953009591666,1.5507611977968068,598.38,1246020.0,0.480233,0.0,1039.2225618568013,3.2525430610316612,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,10,BOLIVIA,Miscellaneous petroleum and coal products,-1.012213,0.0401923,BOL-354,BOL-1999,222.0268385795328,217.84455322593453,6338.471381833859,261.60278508728646,7125.040580965714,120981.91155428361,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,110.4607463828134,109.12796652761168,7.746176244586278e-4,0.09201936363636366,10.164527588944248,-0.09209069871463678,-10.172407314933572,1095.248
BOL,1999,355,17483.34,10475263.0,1.669012,169.583,71762.0,2.363131,58648.73,11087221.0,2.860939,65.294,15995.0,4.019631,1.0612245,1.0385903,1.0024609,1.0038081,1.1,1.1,1.1,1.1,79,BOLIVIA,Rubber products,-1.033401,0.0736425,BOL-355,BOL-1999,280.0,3.397999535357129,116.0,4.511046018492251,322.051,1608.634,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1038081000000002,0.09404542329413977,0.09200953593535331,0.08903565598964323,1.417623256842782e-5,0.09718663447758735,0.008942097137401621,-0.09718801223745166,-0.008942223904447365,17313.757
BOL,1999,356,25258.94,12020607.0,2.09949,1612.204,653811.0,2.465856,25832.12,7320579.0,2.785952,1159.597,357595.0,3.187221,1.0,1.0,1.0,1.0,1.0995,1.1,1.1,1.1,64,BOLIVIA,Plastic products,-0.9674287,0.0953515,BOL-356,BOL-1999,280.0,12.720696824497885,2847.0,9431.874057363075,6744.915,72361.27,819e7,829e7,2380.58,2329.793,8182710.0,0,1.1,0.09090909090909098,2.8647785694886645,2.9612296694202525,3.479287424337414e-4,0.08794806363636366,0.2519517279334799,-0.08797867394575064,-0.25203941969181715,23646.735999999997
